,hex8,avg_centrality,lat,lng,walk,transit,bike
616,882a100f3bfffff,0.015176242226425822,40.76007146165395,-73.90264259686651,75,90.0,46
617,882a100f3dfffff,0.005532149899695981,40.770299317459965,-73.91587124718465,96,83.0,61
618,882a100f41fffff,0.0022146858398255343,40.80020660946984,-73.88486480088794,27,43.0,35
619,882a100f45fffff,0.009068385950936106,40.80256922481606,-73.89566434160035,12,60.0,31
620,882a100f47fffff,0.0022146858398255343,40.794697422345315,-73.89322880145569,1,29.0,24
621,882a100f49fffff,0.002557964277665089,40.805715534302884,-73.87649889283932,47,47.0,64
622,882a100f4dfffff,0.005015253851720947,40.80807910802591,-73.88729920761315,78,53.0,64
623,882a100f53fffff,0.00041618817222863896,40.77423013548023,-73.86677400788257,45,73.0,45
624,882a100f57fffff,0.00036589978434768314,40.77659354068193,-73.87756650639548,28,72.0,37
625,882a100f61fffff,0.018755858137253067,40.79941982000956,-73.91482751359607,73,81.0,78
626,882a100f63fffff,0.004706207409629261,40.79154867295813,-73.91238888626445,16,47.0,38
627,882a100f65fffff,0.02748667747931404,40.80177964315881,-73.92562863851361,14,100.0,59
628,882a100f67fffff,0.013524760676827695,40.79390845565489,-73.92318805649158,23,66.0,58
629,882a100f69fffff,0.013100620408211399,40.80493092320869,-73.90646506274072,77,77.0,69
630,882a100f6bfffff,0.007020339094204241,40.797059079615224,-73.90402756771866,16,28.0,32
631,882a100f6dfffff,0.027519091859838377,40.80729170427792,-73.91726696373487,94,95.0,81
632,882a101891fffff,0.0007767526792591983,40.91205605887716,-73.85895360024027,67,68.0,50
633,882a101893fffff,0.001310628116753722,40.90417276117029,-73.85651861313804,39,88.0,38
634,882a101897fffff,0.001154378116753722,40.90654150732045,-73.86734043714344,84,67.0,25
635,882a101899fffff,0.0,40.91757034257155,-73.85056484721255,75,61.0,40
636,882a10189bfffff,0.0007767526792591983,40.909686350536404,-73.84813100067504,76,80.0,40
637,882a1018b3fffff,0.0,40.90339355131771,-73.88654759295024,20,59.0,35
638,882a1018b5fffff,6.702163624070318e-05,40.913642215523645,-73.89981303182743,85,68.0,47
639,882a1018b7fffff,0.00023854800540906018,40.905759492442584,-73.89737101378114,86,68.0,39
640,882a103801fffff,0.006638682068409066,40.599667122241506,-73.77293805110415,26,69.0,47
641,882a103803fffff,0.006638682068409066,40.59181337690473,-73.77053374363484,38,71.0,54
642,882a103805fffff,0.009904268591938223,40.60203320385235,-73.78368498158022,25,47.0,35
643,882a103807fffff,0.009904268591938223,40.59417940936785,-73.78127873655059,51,71.0,68
644,882a103809fffff,0.00400471104531559,40.60515457693599,-73.76459547642644,65,71.0,59
645,882a10380bfffff,0.00400471104531559,40.59730013658335,-73.76219229869344,74,75.0,62
646,882a10380dfffff,0.00400471104531559,40.607521611964195,-73.775343166814,6,34.0,29
647,882a103811fffff,0.0020131064247928703,40.58159348992913,-73.75738836557726,1,0.0,25
648,882a103815fffff,0.006638682068409066,40.58396037618508,-73.76813024400715,1,50.0,26
649,882a103817fffff,0.0013384873158168884,40.576108120313606,-73.76572755182251,0,0.0,25
650,882a103819fffff,0.0020131064247928703,40.587078601534216,-73.74904729183751,6,,28
651,882a10381dfffff,0.00400471104531559,40.58944644083737,-73.75978992854321,35,66.0,46
652,882a103821fffff,0.016006749416360398,40.59890876200825,-73.80277225360516,39,62.0,42
653,882a103823fffff,0.009529330879977467,40.59105561451215,-73.80036294254681,75,75.0,70
654,882a103825fffff,0.011381173772744209,40.60127208144933,-73.81352077661818,20,74.0,37
655,882a103827fffff,0.014679013002678588,40.593418885914005,-73.81110952793563,57,77.0,48
656,882a103829fffff,0.014368580703528285,40.60439838104746,-73.79443308955904,7,30.0,27
657,882a10382bfffff,0.00922964948296224,40.596544537858406,-73.79202490672826,61,71.0,62
658,882a10382dfffff,0.00974300505991209,40.606762653458595,-73.80518237447758,3,65.0,26
659,882a103831fffff,0.00922964948296224,40.58083908423779,-73.7872109681371,4,48.0,26
660,882a103833fffff,0.002633971023093475,40.57298747426867,-73.78480521157849,0,0.0,25
661,882a103835fffff,0.009529330879977467,40.5832032112018,-73.79795444090296,27,64.0,44
662,882a103837fffff,0.0058995575466226306,40.57535155230844,-73.79554674827428,0,0.0,25
663,882a103839fffff,0.009904268591938223,40.586326359279695,-73.77887330002004,11,65.0,36
664,882a10383bfffff,0.005964062959433083,40.578474053819065,-73.77646867158964,0,0.0,25
665,882a10383dfffff,0.00922964948296224,40.58869143884474,-73.78961753305403,51,71.0,57
666,882a103841fffff,0.0,40.618497652421624,-73.75865386727314,38,,42
667,882a103843fffff,0.0006746191089759819,40.61064177292136,-73.75625101222936,61,,58
668,882a103847fffff,0.0006746191089759819,40.61300976166399,-73.7669994621411,17,27.0,36
669,882a10384bfffff,0.0,40.616128709667585,-73.74790465822497,77,,60
670,882a103851fffff,0.0006746191089759819,40.60041779488255,-73.74310363282058,74,64.0,65
671,882a103853fffff,0.0006746191089759819,40.592563454599365,-73.74070433031609,38,45.0,39
672,882a103855fffff,0.0020131064247928703,40.602786637785854,-73.75384896490796,91,76.0,67
673,882a103857fffff,0.0020131064247928703,40.594932247246426,-73.75144772491018,78,67.0,62
674,882a103859fffff,0.0,40.60590308321596,-73.73475765198715,40,,53
675,882a10385bfffff,0.0,40.59804804859499,-73.73235948072592,9,,36
676,882a10385dfffff,0.0006746191089759819,40.608272879982366,-73.74550374199075,80,69.0,66
677,882a103863fffff,0.0019916046205227197,40.60988774250183,-73.78609203550813,3,17.0,26
678,882a103865fffff,0.006477418536382935,40.620108299025546,-73.7992518842886,0,0.0,25
679,882a103867fffff,0.006477418536382935,40.61225296818041,-73.79684208194591,0,0.0,25
680,882a10390bfffff,0.006477418536382935,40.613850038307554,-73.8374372852342,0,33.0,25
681,882a103911fffff,0.008779455456055955,40.598142714449914,-73.83260622414801,4,38.0,27
682,882a103913fffff,0.002302036919673022,40.59029016768779,-73.83019191088455,17,71.0,31
683,882a103917fffff,0.002302036919673022,40.59265067715589,-73.84094008289539,4,21.0,26
684,882a103919fffff,0.00811558724921505,40.60363449581376,-73.82427047520372,40,72.0,50
685,882a10391bfffff,0.012045041979585114,40.59578125268247,-73.82185728865727,32,66.0,41
686,882a10391dfffff,0.006477418536382935,40.6059960047338,-73.83502134879774,3,38.0,26
687,882a103951fffff,0.006477418536382935,40.61698070348714,-73.8183457057982,9,69.0,43
688,882a103953fffff,0.006477418536382935,40.60912602071762,-73.81593283577232,44,80.0,49
689,882a103955fffff,0.006477418536382935,40.619343212378965,-73.82909928208456,4,45.0,50
690,882a103957fffff,0.006477418536382935,40.61148848245656,-73.82668447287932,8,68.0,34
691,882a103959fffff,0.006477418536382935,40.62247266729536,-73.81000504726413,0,32.0,25
692,882a10395bfffff,0.006477418536382935,40.614617288631585,-73.80759330556387,2,67.0,26
693,882a10395dfffff,0.006477418536382935,40.62483612952587,-73.8207593870962,1,42.0,39
694,882a103981fffff,0.0,40.561247740018544,-73.83128319152982,0,0.0,25
695,882a103985fffff,0.0,40.563607156028816,-73.84202479181553,0,0.0,25
696,882a103989fffff,0.0006638682068409066,40.566736990847794,-73.82295383541035,0,0.0,25
697,882a10398dfffff,0.0006638682068409066,40.56909735819487,-73.83369619830711,5,53.0,26
698,882a1039a9fffff,0.0,40.56596566815156,-73.85276756398582,6,42.0,27
699,882a1039c1fffff,0.005567623443202178,40.580076997881214,-73.8170333473513,41,76.0,55
700,882a1039c3fffff,0.002302036919673022,40.57222598667411,-73.81462259179217,1,20.0,25
701,882a1039c5fffff,0.002302036919673022,40.58243836467912,-73.82777840860706,75,83.0,72
702,882a1039c7fffff,0.002302036919673022,40.57458730565535,-73.82536571691558,11,71.0,33
703,882a1039c9fffff,0.008201594466295653,40.585566434343264,-73.80869908932479,80,80.0,75
704,882a1039cbfffff,0.008201594466295653,40.577714726968495,-73.80628946038604,9,0.0,29
705,882a1039cdfffff,0.005567623443202178,40.58792875329445,-73.81944491283977,72,82.0,64
706,882a1039e1fffff,0.0006638682068409066,40.57930723113313,-73.84685548706362,71,73.0,71
707,882a1039e3fffff,0.0006638682068409066,40.57145682157852,-73.84443973389013,44,62.0,49
708,882a1039e5fffff,0.0,40.58166583689556,-73.85760213096083,45,44.0,42
709,882a1039e7fffff,0.0,40.57381538063184,-73.85518444159582,39,48.0,52
710,882a1039e9fffff,0.002302036919673022,40.58479882699488,-73.83852464358996,52,80.0,45
711,882a1039ebfffff,0.002302036919673022,40.57694772059739,-73.83611001552723,74,81.0,57
712,882a1039edfffff,0.0006638682068409066,40.587158384461254,-73.84927205173615,21,55.0,32
713,882a103a37fffff,0.0,40.61375886264285,-73.73715662965425,69,,55
714,882a103a45fffff,0.0006102441398063235,40.65928031677341,-73.71093745122307,62,,47
715,882a103a61fffff,0.0007048483732989386,40.6561661599699,-73.73005165293118,59,61.0,49
716,882a103a65fffff,0.00036225928023038466,40.65853811666476,-73.74080896118927,63,66.0,66
717,882a103a67fffff,0.0,40.6506779226419,-73.73840707899225,31,50.0,41
718,882a103a69fffff,0.0003517216799651182,40.661654135234635,-73.72169433388169,63,,46
719,882a103a6dfffff,0.0026581096669134807,40.66402704779761,-73.7324524009703,76,69.0,58
720,882a103b01fffff,0.00038333448076091777,40.65466416943098,-73.78979085649401,17,55.0,32
721,882a103b05fffff,0.0004913885263351815,40.65703058888239,-73.80055136832705,4,62.0,29
722,882a103b07fffff,0.00012298495559080787,40.649171590112566,-73.79813945261188,15,59.0,31
723,882a103b09fffff,0.0013585893853113346,40.66015648893836,-73.78144036640974,30,57.0,37
724,882a103b0dfffff,0.0008239817985201462,40.662523863364314,-73.79220164107788,39,58.0,42
725,882a103b1dfffff,0.0,40.64443793969716,-73.77662349280145,24,59.0,33
726,882a103b21fffff,0.007066030428278312,40.653901612214945,-73.81966012821559,3,53.0,26
727,882a103b25fffff,0.014910605352838337,40.65626526172683,-73.83042223302652,30,78.0,44
728,882a103b27fffff,0.007066030428278312,40.64840686493479,-73.82800530263084,10,49.0,29
729,882a103b29fffff,0.0038440993117448926,40.65939610081118,-73.81131305934957,11,58.0,34
730,882a103b2bfffff,0.00032805788975825214,40.6515370548873,-73.80889920122215,1,56.0,31
731,882a103b2dfffff,0.007862488391359,40.66176070484842,-73.82207592899594,30,76.0,37
732,882a103b39fffff,0.00011407233647066715,40.641313334115445,-73.7957283481956,14,53.0,32
733,882a103b43fffff,0.0027053142132869613,40.66564854810344,-73.77308798206937,75,64.0,50
734,882a103b49fffff,0.019507230260418732,40.67900212441708,-73.76714109030554,52,76.0,48
735,882a103b4bfffff,0.032882163469023507,40.671140346394786,-73.76473370318337,74,73.0,50
736,882a103b4dfffff,0.03142921238228915,40.68137145773005,-73.77790583356634,76,74.0,51
737,882a103b55fffff,0.002061014110549262,40.65778820728366,-73.77068027230274,56,64.0,50
738,882a103b5dfffff,0.0,40.663279311101384,-73.76232712632219,67,69.0,60
739,882a103b65fffff,0.016499051143295727,40.67511641937974,-73.8161432130856,87,62.0,51
740,882a103b67fffff,0.014910605352838337,40.667255889053,-73.81372772983686,56,61.0,45
741,882a103b6dfffff,0.00017186228289321545,40.680612039500154,-73.80779198727706,77,62.0,55
742,882a106001fffff,0.01738569102342838,40.58835064803684,-74.19058989119797,60,41.0,48
743,882a106005fffff,0.008179817480933582,40.59067798164291,-74.20135858359053,15,40.0,30
744,882a106007fffff,0.007949436690686195,40.58283283533832,-74.19888241658695,16,39.0,31
745,882a106009fffff,0.01038693271596785,40.59386821835141,-74.1822954700778,50,48.0,42
746,882a106011fffff,0.008027839251330935,40.57033298281371,-74.17487859698923,18,60.0,29
747,882a106013fffff,0.01180553863018455,40.56248938190229,-74.17240796385283,48,64.0,49
748,882a106017fffff,0.024418360391701654,40.564817525751934,-74.18316969349209,52,57.0,29
749,882a106019fffff,0.025261694475128632,40.57584819764384,-74.16658560647696,66,61.0,74
750,882a106033fffff,0.027751070671975006,40.56162811295648,-74.20222098934445,24,45.0,9
751,882a106041fffff,0.0011385122078887765,40.607232805259656,-74.17647199383353,39,53.0,41
752,882a106043fffff,0.009418383880879662,40.599385545753115,-74.17399915292405,50,53.0,50
753,882a106047fffff,0.005671413499529557,40.60171477368444,-74.18476942036064,46,46.0,39
754,882a106049fffff,0.003588253423149738,40.61275059316551,-74.16817267029504,58,59.0,59
755,882a10604bfffff,0.01633297518533948,40.60490262971293,-74.16570093943453,67,59.0,67
756,882a10604dfffff,0.003356394853004724,40.61508080277699,-74.17894566480388,20,48.0,33
757,882a106051fffff,0.013647576656297806,40.589208917752686,-74.16075996552199,76,60.0,64
758,882a106053fffff,0.03343179311716968,40.581363169713825,-74.15829072165378,42,60.0,51
759,882a106055fffff,0.021124831559223962,40.59153902449206,-74.17152714166691,46,57.0,53
760,882a106057fffff,0.002961131195328936,40.58369324171087,-74.1690559596539,61,60.0,65
761,882a106059fffff,0.0,40.59472435027836,-74.15246207610303,28,54.0,39
762,882a10605bfffff,0.02424211489573288,40.58687789849504,-74.14999394221843,20,54.0,52
763,882a10605dfffff,0.012883747278055245,40.597055404497155,-74.16323003797957,58,57.0,65
764,882a10606bfffff,0.0,40.60404308792946,-74.19554083971309,24,41.0,24
765,882a106081fffff,0.0013438627668844261,40.533450375969565,-74.17328769954094,33,47.0,39
766,882a106083fffff,0.019318932133555237,40.52561043768777,-74.17081927030023,20,47.0,28
767,882a106085fffff,0.00801548535792681,40.53577746939255,-74.18404283848552,46,50.0,38
768,882a106087fffff,0.01328353937063648,40.52793749589731,-74.18157247564959,22,54.0,36
769,882a106089fffff,0.001177134608218846,40.538963015244796,-74.16500103241775,69,65.0,41
770,882a10608bfffff,0.02023848529619406,40.53112237249597,-74.16253370990738,43,57.0,34
771,882a10608dfffff,0.007843470923765602,40.541291054150165,-74.17575695607354,60,61.0,48
772,882a1060a1fffff,0.00821949309860959,40.532588882052515,-74.20308233131153,47,52.0,56
773,882a1060a3fffff,0.007041050824927562,40.52474957891703,-74.2006089294522,56,60.0,62
774,882a1060a5fffff,0.0035044970502270097,40.53491320927757,-74.2138389804759,21,41.0,56
775,882a1060a7fffff,0.004702370373494539,40.5270738720336,-74.21136364499986,58,52.0,46
776,882a1060a9fffff,0.009161851575446713,40.53810365240429,-74.19479912616738,57,56.0,40
777,882a1060abfffff,0.006618132210344779,40.53026364413901,-74.19232682951132,63,60.0,60
778,882a1060adfffff,0.008703101940769205,40.540428924644345,-74.2055565620122,55,50.0,51
779,882a1060b1fffff,0.000747187698387741,40.51458584688655,-74.18738472036036,7,43.0,53
780,882a1060b5fffff,0.015937748534937186,40.5169110154711,-74.19813635602706,40,56.0,61
781,882a1060b7fffff,0.00034402886832241307,40.50907319194775,-74.19566461062915,10,37.0,28
782,882a1060b9fffff,0.000747187698387741,40.520098262308885,-74.179102940351,6,44.0,41
783,882a1060bdfffff,0.011174026271467309,40.52242437555541,-74.18985536104461,27,57.0,50
784,882a1060c1fffff,0.0019647273651850314,40.55231750006724,-74.15917951588663,69,64.0,47
785,882a1060c3fffff,0.0019647273651850314,40.544475413195435,-74.1567124739793,85,64.0,44
786,882a1060c5fffff,0.0033049061662175855,40.55464652018128,-74.16993815898358,52,66.0,47
787,882a1060c7fffff,0.01528296660907517,40.546804397884316,-74.16746918197423,72,65.0,46
788,882a1060c9fffff,0.007533689526431371,40.55783036017104,-74.15088795750997,60,55.0,47
789,882a1060cbfffff,0.004549849355359492,40.549987569293805,-74.14842202392506,83,65.0,46
790,882a1060cdfffff,0.008532771199060402,40.56016032658824,-74.16164738500066,61,64.0,49
791,882a1060d1fffff,0.0005160433024836196,40.53430420739523,-74.14349263600955,49,56.0,43
792,882a1060d5fffff,0.012222846259173087,40.53663406620616,-74.15424625887198,67,63.0,47
793,882a1060d9fffff,0.0010240234283659328,40.53981471353167,-74.1352025112907,1,50.0,43
794,882a1060ddfffff,0.014069821995069693,40.54214551829083,-74.14595691689372,84,59.0,52
795,882a1060e1fffff,0.008247706971781867,40.55145963517071,-74.18898604839711,61,45.0,44
796,882a1060e3fffff,0.0013438627668844261,40.543618182561445,-74.18651402926567,22,52.0,31
797,882a1060e5fffff,0.016205383299393337,40.55378588704658,-74.1997462056764,31,46.0,35
798,882a1060e7fffff,0.010071932651682004,40.54594440011795,-74.19727225141993,38,43.0,35
799,882a1060e9fffff,0.007223843544377975,40.55697462927481,-74.18069795264194,27,58.0,27
800,882a1060ebfffff,0.007641891508732939,40.549132471996366,-74.17822704030488,36,60.0,36
801,882a1060edfffff,0.01098308441404906,40.55930182698684,-74.19145889628719,33,46.0,31
802,882a106191fffff,0.0020540001799569567,40.53171972609175,-74.23287651521723,24,48.0,41
803,882a106193fffff,0.0005697978131589967,40.52388106097432,-74.23039814222626,51,58.0,40
804,882a106195fffff,0.00016426982109262988,40.534041286313794,-74.24363466873683,25,38.0,34
805,882a106197fffff,0.004280487580711297,40.5262025881927,-74.24115436211078,42,52.0,41
806,882a106199fffff,0.00027414800444442296,40.53723662545412,-74.22459677642968,31,42.0,29
807,882a10619bfffff,0.005165018178727111,40.52939725454512,-74.22211950711315,38,54.0,37
808,882a10619dfffff,0.007736055465054277,40.53955913022221,-74.23535571859762,32,40.0,26
809,882a1061b3fffff,0.0001021335702832164,40.523004884319576,-74.26018689252777,58,,58
810,882a1061bbfffff,0.0001021335702832164,40.52852320417048,-74.25191172661243,4,,26
811,882a1061d1fffff,0.007847538306966828,40.55059410122463,-74.21879214031597,55,42.0,35
812,882a1061d3fffff,0.010744758554933344,40.542753285752426,-74.21631514544534,46,43.0,43
813,882a1061d7fffff,0.00850279392124921,40.54507673536836,-74.22707487589165,34,39.0,33
814,882a1061d9fffff,0.012761458331634735,40.55611122726331,-74.21050751156777,58,44.0,39
815,882a1061dbfffff,0.009623847215204586,40.548269706459166,-74.20803162196172,56,45.0,40
816,882a106201fffff,0.018064792449681524,40.62696852054619,-74.13248911608129,90,64.0,49
817,882a106203fffff,0.016055307424420576,40.61911848178899,-74.13002266059273,75,60.0,49
818,882a106205fffff,0.015248936203566972,40.62930248957205,-74.14326331458956,80,65.0,48
819,882a106207fffff,0.013671412057028216,40.621452415647845,-74.14079491793215,81,60.0,50
820,882a106209fffff,0.014229298177753577,40.632484379354956,-74.12418141638636,86,66.0,66
821,882a10620bfffff,0.03015996525987025,40.624633637782686,-74.12171607408003,53,58.0,42
822,882a10620dfffff,0.015910922689078368,40.63481929750478,-74.13495639998479,91,66.0,52
823,882a106211fffff,0.027768269877804258,40.60893437015393,-74.11678787233527,75,61.0,45
824,882a106213fffff,0.000346716593856182,40.60108584456643,-74.11432501208168,44,47.0,28
825,882a106215fffff,0.03617803534984674,40.611269181467854,-74.12755703311117,85,60.0,44
826,882a106217fffff,0.021997248068083047,40.60342061981732,-74.12509223322883,69,54.0,39
827,882a106219fffff,0.017989156336948454,40.614447874556255,-74.10848161532569,53,62.0,43
828,882a10621bfffff,0.0009901784404990704,40.60659864635509,-74.10601986818483,20,61.0,9
829,882a10621dfffff,0.01541213005224071,40.61678363463749,-74.11925155953223,80,62.0,52
830,882a106221fffff,0.011814988595907015,40.62611754203693,-74.1623428991454,75,61.0,50
831,882a106223fffff,0.03549691718533883,40.618268136872615,-74.15987144944289,70,63.0,55
832,882a106225fffff,0.002063031695015581,40.628448733842085,-74.17311862186688,44,55.0,41
833,882a106227fffff,0.01098515839049894,40.620599294620185,-74.17064523096958,45,57.0,43
834,882a106229fffff,0.018458897743338355,40.63163554449742,-74.15403866902905,70,60.0,49
835,882a10622bfffff,0.022149209755958472,40.62378543585137,-74.15156833097501,89,61.0,50
836,882a10622dfffff,0.014170976296190917,40.633967684959615,-74.16481517882343,37,55.0,43
837,882a106231fffff,0.017308039562013676,40.60808743274739,-74.1466301424166,70,57.0,42
838,882a106233fffff,0.022412850550297538,40.6002395387589,-74.14416229109568,36,50.0,28
839,882a106235fffff,0.03281401754450263,40.61041946970162,-74.15740082930722,85,61.0,63
840,882a106239fffff,0.01662745963724478,40.61360307993399,-74.1383273499379,73,60.0,45
841,882a10623bfffff,0.04643705278389527,40.60575448266516,-74.13586061019872,65,57.0,45
842,882a10623dfffff,0.024717586919276623,40.61593606518976,-74.14909882224033,65,62.0,49
843,882a106241fffff,0.002701891232138227,40.64585217388603,-74.11833687491139,32,54.0,39
844,882a106243fffff,0.007994030094373694,40.637999991544106,-74.11587181854632,72,63.0,60
845,882a106247fffff,0.006230164492619104,40.6403358591195,-74.12664758685916,63,65.0,65
846,882a10624bfffff,0.0016121632321605907,40.64351535658347,-74.10756032226024,50,45.0,53
847,882a106251fffff,0.029334481574846843,40.627811801959055,-74.10263492169778,79,59.0,41
848,882a106253fffff,0.0074170192138216465,40.61996113249471,-74.1001734618999,62,59.0,34
849,882a106255fffff,0.013394436256855657,40.63014854738532,-74.11340759009892,87,61.0,43
850,882a106257fffff,0.014677059683192979,40.62229784164448,-74.11094418916124,60,56.0,54
851,882a106259fffff,0.002640475845359942,40.63332551505127,-74.09432375684156,67,64.0,25
852,882a10625bfffff,0.006322189862642825,40.62547414343953,-74.09186341175787,44,64.0,26
853,882a10625dfffff,0.0037818229905360622,40.635663210066866,-74.10509720834871,80,58.0,40
854,882a106263fffff,0.017560516275826145,40.63715330147174,-74.14573254031842,65,62.0,44
855,882a106267fffff,0.014794094189093126,40.63948639089293,-74.15650983681104,35,53.0,37
856,882a10626bfffff,0.010854604757631413,40.642670812429806,-74.13742451271156,59,65.0,61
857,882a106281fffff,0.010346587759750715,40.572033764605045,-74.11524130154567,86,72.0,58
858,882a106283fffff,0.011890852462849013,40.564188899818696,-74.11278063355223,80,67.0,59
859,882a106285fffff,0.015715753952436465,40.57436748272649,-74.12600192564054,66,62.0,50
860,882a106287fffff,0.009909581687013431,40.56652258119592,-74.1235393210649,66,67.0,56
861,882a106289fffff,0.008816860310797005,40.57754470352107,-74.10694138891066,79,72.0,62
862,882a10628bfffff,0.005314738702248892,40.569699135857704,-74.10448183236139,74,67.0,60
863,882a10628dfffff,0.009029223752234146,40.579879369231755,-74.11770279510347,55,65.0,33
864,882a106295fffff,0.0009289305203721864,40.556344775106034,-74.11032079071698,33,56.0,42
865,882a10629dfffff,0.003947123367586367,40.56185430825941,-74.10202310072218,26,54.0,56
866,882a1062a1fffff,0.013481722569281533,40.57118721195582,-74.14506015784599,44,41.0,46
867,882a1062a3fffff,0.0015373790053157838,40.56334297766769,-74.14259450654365,37,55.0,36
868,882a1062a7fffff,0.014867761516593265,40.56567389068918,-74.15335471805507,40,46.0,36
869,882a1062a9fffff,0.015556594047564605,40.576700289859765,-74.13676370407275,42,44.0,14
870,882a1062abfffff,0.006251680153212127,40.56885535202895,-74.13429916268727,68,55.0,51
871,882a1062b1fffff,0.01647917631278108,40.553167695472794,-74.12937255890829,27,65.0,62
872,882a1062b3fffff,0.0010240234283659328,40.54532497721415,-74.12691049570199,7,42.0,53
873,882a1062b5fffff,0.0015373790053157838,40.55549948301205,-74.14012968195469,78,64.0,51
874,882a1062b7fffff,0.0009635244308356909,40.5476567282223,-74.13766568367248,54,62.0,69
875,882a1062b9fffff,0.011348639479796235,40.55867841951428,-74.1210775423014,52,66.0,58
876,882a1062bbfffff,0.0005849135517899908,40.55083499791493,-74.11861658894384,12,51.0,53
877,882a1062bdfffff,0.01020707653356159,40.561011153822136,-74.13183544776795,68,65.0,48
878,882a1062c1fffff,0.008058519339483108,40.59090240755066,-74.10109885235892,79,64.0,38
879,882a1062c3fffff,0.0015688997416502364,40.58305539741533,-74.0986395828604,82,71.0,66
880,882a1062c5fffff,0.0016341371245314623,40.59323805810914,-74.11186297836427,35,47.0,11
881,882a1062c7fffff,0.007769135529596573,40.585391011016085,-74.10940177077616,49,67.0,41
882,882a1062c9fffff,0.006209381061977858,40.59641355830648,-74.09279403955223,65,70.0,35
883,882a1062cbfffff,0.008574251589978108,40.58856584575904,-74.0903358830956,69,69.0,60
884,882a1062cdfffff,0.0014621226903702557,40.59875015727519,-74.10355894733152,38,47.0,27
885,882a1062d1fffff,0.010349259053680422,40.572872640339774,-74.08542204423306,14,47.0,50
886,882a1062d5fffff,0.007737528147556711,40.57520912710289,-74.09618113842961,71,64.0,62
887,882a1062d7fffff,0.013426538190277825,40.567363596846796,-74.09372351866048,40,53.0,69
888,882a1062d9fffff,0.005511416852915598,40.57838143820981,-74.07711867714129,18,44.0,55
889,882a1062ddfffff,0.001120879726046956,40.58071887302564,-74.08787855145789,56,64.0,58
890,882a1062e1fffff,0.025436958889900663,40.59005950440022,-74.13092961385462,10,39.0,3
891,882a1062e3fffff,0.014717938603575731,40.58221312387249,-74.12846535643487,25,48.0,13
892,882a1062e5fffff,0.020776794224819584,40.59239238345869,-74.14169526786974,14,45.0,30
893,882a1062e9fffff,0.021997248068083043,40.59557279707174,-74.12262826053822,34,42.0,21
894,882a1062ebfffff,0.0014003050030935724,40.587725713465225,-74.12016511463209,5,51.0,2
895,882a1062edfffff,0.01922440060231926,40.59790662407582,-74.1333946983068,52,43.0,27
896,882a106301fffff,0.007473693479505129,40.643287094928205,-74.20793276000802,57,39.0,50
897,882a106313fffff,0.00011954729792531932,40.61741009817403,-74.18971981225727,7,39.0,29
898,882a106319fffff,0.0036624481655961427,40.63077901090453,-74.18389549856265,16,42.0,31
899,882a106353fffff,0.00023206240185503162,40.63629891059612,-74.17559284339596,25,51.0,34
900,882a10635bfffff,0.01028842012254595,40.64181856540555,-74.16728828888597,29,51.0,38
901,882a106e05fffff,0.0,40.49717567172893,-74.24199107344185,18,41.0,37
902,882a106e09fffff,0.00019351623843135736,40.50036950203364,-74.22296800151256,4,32.0,27
903,882a106e0dfffff,0.008398422946594477,40.502690928887375,-74.23371842439943,29,46.0,35
904,882a106e29fffff,0.005352926452627064,40.49949524538201,-74.25274185217711,20,46.0,35
905,882a106e2dfffff,0.0,40.50181390884921,-74.26349377349011,48,,45
906,882a106e41fffff,0.00888675589297462,40.513720730676546,-74.21716745728548,7,54.0,34
907,882a106e43fffff,0.00046766424287578027,40.505883578183386,-74.21469267595951,5,43.0,22
908,882a106e45fffff,0.0026084733891323193,40.51604313510338,-74.22792059921684,35,58.0,32
909,882a106e47fffff,0.008714741458813412,40.50820594871214,-74.2254438857814,14,46.0,31
910,882a106e49fffff,0.0012148519412635214,40.519235274253845,-74.2088891386097,55,57.0,47
911,882a106e4bfffff,0.010808716363393946,40.51139741617146,-74.20641546089823,13,45.0,39
912,882a106e4dfffff,0.002878724515936506,40.52155862287484,-74.21964306753426,60,56.0,45
913,882a106e61fffff,0.003974347404932092,40.51284795942633,-74.2469497390903,82,62.0,42
914,882a106e63fffff,0.004655575910878271,40.50501144583021,-74.24446999123575,63,55.0,51
915,882a106e65fffff,0.0001021335702832164,40.51516759889332,-74.25770438142763,61,,47
916,882a106e67fffff,0.01120504370486942,40.50733105250304,-74.25522270144673,63,63.0,28
917,882a106e69fffff,0.0038503894235130216,40.518364629092396,-74.23867488611776,74,60.0,45
918,882a106e6bfffff,0.0026252130683175143,40.51052740924622,-74.23619624034987,74,57.0,51
919,882a106e6dfffff,0.0002956498087145738,40.52068521228421,-74.24943031741321,10,,30
920,882a106f59fffff,0.0,40.51748632728816,-74.26846016678634,64,,57
921,882a106f5bfffff,0.0,40.50964974854697,-74.26597655445728,96,,50
922,882a107083fffff,0.0,40.65771938097789,-74.07183669764946,1,0.0,27
923,882a107087fffff,0.0,40.66005996349911,-74.0826144397192,0,0.0,33
924,882a107091fffff,4.569133407407049e-05,40.64752370668271,-74.0586042380328,1,0.0,25
925,882a107093fffff,0.00018276533629628196,40.63967026760403,-74.05614918377107,1,12.0,25
926,882a107095fffff,4.569133407407049e-05,40.64986516569226,-74.06937887491635,23,72.0,33
927,882a107097fffff,0.00018276533629628196,40.64201168901273,-74.06692187803657,31,76.0,43
